	Data Name	L*(D50)	a*(D50)	b*(D50)	360nm	370nm	380nm	390nm	400nm	410nm	420nm	430nm	440nm	450nm	460nm	470nm	480nm	490nm	500nm	510nm	520nm	530nm	540nm	550nm	560nm	570nm	580nm	590nm	600nm	610nm	620nm	630nm	640nm	650nm	660nm	670nm	680nm	690nm	700nm	710nm	720nm	730nm	740nm
271 	[Retrieved Data]951 (5/14/2024 2:02:40 PM)	21.40	3.68	7.26	2.74	2.74	2.74	2.74	2.74	2.47	2.36	2.30	2.12	2.02	2.06	2.14	2.40	3.11	4.19	4.49	4.28	4.09	3.60	2.89	2.36	2.11	2.02	2.08	2.31	2.87	3.85	5.38	7.45	9.66	12.25	15.53	19.54	24.37	30.29	30.29	30.29	30.29	30.29
272 	[Retrieved Data]952 (5/14/2024 2:02:40 PM)	27.17	2.71	1.74	5.20	5.20	5.20	5.20	5.20	4.99	4.89	4.82	4.72	4.66	4.70	4.71	4.82	5.09	5.46	5.52	5.42	5.31	5.12	4.87	4.69	4.63	4.63	4.67	4.77	4.99	5.40	5.96	6.79	7.92	9.74	13.06	17.92	24.26	32.07	32.07	32.07	32.07	32.07
272 	[Retrieved Data]952 (5/14/2024 2:02:40 PM)	14.52	5.27	1.95	2.31	2.31	2.31	2.31	2.31	2.07	1.93	1.80	1.64	1.51	1.48	1.46	1.52	1.76	2.10	2.19	2.08	1.99	1.81	1.56	1.39	1.33	1.31	1.33	1.40	1.59	1.99	2.56	3.37	4.46	6.29	9.53	14.37	20.62	28.38	28.38	28.38	28.38	28.38
273 	[Retrieved Data]953 (5/14/2024 2:02:40 PM)	30.40	1.75	3.35	5.75	5.75	5.75	5.75	5.75	5.54	5.50	5.47	5.37	5.33	5.41	5.52	5.80	6.45	7.36	7.54	7.30	7.09	6.64	5.98	5.49	5.26	5.18	5.21	5.43	5.92	6.73	8.01	9.76	11.69	14.11	17.38	21.52	26.59	32.78	32.78	32.78	32.78	32.78
273 	[Retrieved Data]953 (5/14/2024 2:02:40 PM)	19.90	3.16	4.39	2.82	2.82	2.82	2.82	2.82	2.57	2.47	2.41	2.22	2.11	2.14	2.18	2.38	3.01	3.88	4.07	3.83	3.63	3.19	2.55	2.09	1.88	1.80	1.83	1.99	2.47	3.24	4.47	6.19	8.10	10.50	13.73	17.85	22.86	28.99	28.99	28.99	28.99	28.99
274 	[Retrieved Data]954 (5/14/2024 2:02:40 PM)	30.39	1.88	3.55	5.77	5.77	5.77	5.77	5.77	5.55	5.48	5.43	5.30	5.27	5.36	5.47	5.76	6.44	7.36	7.54	7.30	7.09	6.63	5.96	5.46	5.25	5.16	5.20	5.41	5.91	6.77	8.08	9.89	11.89	14.35	17.66	21.83	26.89	33.06	33.06	33.06	33.06	33.06
274 	[Retrieved Data]954 (5/14/2024 2:02:40 PM)	20.10	3.33	4.81	2.86	2.86	2.86	2.86	2.86	2.59	2.48	2.39	2.19	2.08	2.11	2.18	2.40	3.04	3.93	4.12	3.86	3.67	3.23	2.59	2.14	1.91	1.83	1.87	2.03	2.52	3.31	4.60	6.38	8.36	10.80	14.07	18.21	23.25	29.36	29.36	29.36	29.36	29.36
275 	[Retrieved Data]955 (5/14/2024 2:02:40 PM)	31.40	2.34	3.92	5.98	5.98	5.98	5.98	5.98	5.75	5.69	5.68	5.55	5.53	5.64	5.77	6.10	6.91	7.98	8.14	7.84	7.58	7.05	6.28	5.73	5.46	5.38	5.42	5.70	6.32	7.36	9.00	11.22	13.54	16.15	19.34	23.18	27.86	33.63	33.63	33.63	33.63	33.63
275 	[Retrieved Data]955 (5/14/2024 2:02:40 PM)	21.65	3.89	5.16	3.09	3.09	3.09	3.09	3.09	2.81	2.71	2.64	2.46	2.34	2.39	2.45	2.74	3.50	4.53	4.69	4.39	4.15	3.64	2.90	2.37	2.12	2.03	2.07	2.31	2.89	3.90	5.48	7.68	9.98	12.57	15.73	19.55	24.16	29.89	29.89	29.89	29.89	29.89
276 	[Retrieved Data]956 (5/14/2024 2:02:40 PM)	29.65	1.73	3.53	5.63	5.63	5.63	5.63	5.63	5.39	5.27	5.19	5.06	5.03	5.12	5.20	5.45	6.02	6.81	7.02	6.85	6.68	6.30	5.74	5.32	5.13	5.05	5.07	5.24	5.67	6.37	7.45	8.94	10.68	13.02	16.50	21.05	26.59	33.28	33.28	33.28	33.28	33.28
276 	[Retrieved Data]956 (5/14/2024 2:02:40 PM)	18.87	3.15	4.92	2.75	2.75	2.75	2.75	2.75	2.45	2.29	2.16	1.97	1.85	1.87	1.91	2.10	2.61	3.39	3.61	3.45	3.28	2.93	2.37	1.98	1.79	1.72	1.74	1.86	2.25	2.95	3.98	5.45	7.15	9.49	12.91	17.43	22.92	29.56	29.56	29.56	29.56	29.56
277 	[Retrieved Data]957 (5/14/2024 2:02:40 PM)	30.52	2.27	4.28	5.68	5.68	5.68	5.68	5.68	5.44	5.35	5.30	5.18	5.15	5.24	5.36	5.65	6.34	7.28	7.50	7.29	7.09	6.64	5.99	5.52	5.31	5.23	5.28	5.50	6.03	6.92	8.29	10.15	12.20	14.74	18.15	22.42	27.59	33.86	33.86	33.86	33.86	33.86
277 	[Retrieved Data]957 (5/14/2024 2:02:40 PM)	20.35	3.94	6.11	2.78	2.78	2.78	2.78	2.78	2.51	2.37	2.26	2.08	1.96	2.01	2.07	2.29	2.94	3.86	4.09	3.87	3.68	3.27	2.64	2.18	1.99	1.91	1.95	2.14	2.65	3.49	4.82	6.68	8.70	11.22	14.57	18.82	23.94	30.16	30.16	30.16	30.16	30.16
278 	[Retrieved Data]958 (5/14/2024 2:02:40 PM)	31.14	1.43	4.54	5.76	5.76	5.76	5.76	5.76	5.53	5.46	5.43	5.32	5.29	5.40	5.53	5.85	6.63	7.71	8.00	7.77	7.53	7.02	6.28	5.73	5.46	5.35	5.38	5.61	6.15	7.06	8.53	10.52	12.66	15.19	18.46	22.49	27.39	33.38	33.38	33.38	33.38	33.38
278 	[Retrieved Data]958 (5/14/2024 2:02:40 PM)	21.23	2.52	6.38	2.86	2.86	2.86	2.86	2.86	2.58	2.46	2.37	2.18	2.10	2.14	2.21	2.47	3.20	4.27	4.54	4.32	4.10	3.61	2.89	2.36	2.11	2.00	2.01	2.19	2.72	3.61	5.06	6.97	9.11	11.60	14.86	18.85	23.72	29.67	29.67	29.67	29.67	29.67
279 	[Retrieved Data]959 (5/14/2024 2:02:40 PM)	29.74	2.62	4.32	5.43	5.43	5.43	5.43	5.43	5.21	5.11	5.04	4.94	4.91	4.98	5.07	5.31	5.87	6.68	6.92	6.79	6.63	6.27	5.71	5.31	5.16	5.11	5.16	5.38	5.85	6.61	7.79	9.39	11.21	13.65	17.23	21.85	27.48	34.20	34.20	34.20	34.20	34.20
279 	[Retrieved Data]959 (5/14/2024 2:02:40 PM)	19.09	4.58	6.54	2.51	2.51	2.51	2.51	2.51	2.25	2.11	2.00	1.83	1.72	1.73	1.78	1.96	2.47	3.25	3.52	3.38	3.24	2.90	2.38	2.00	1.84	1.80	1.85	2.01	2.42	3.21	4.33	5.90	7.73	10.15	13.68	18.28	23.85	30.51	30.51	30.51	30.51	30.51
280 	[Retrieved Data]960 (5/14/2024 2:02:40 PM)	23.77	2.76	0.85	4.30	4.30	4.30	4.30	4.30	4.13	4.04	3.98	3.93	3.88	3.86	3.82	3.81	3.80	3.81	3.79	3.78	3.79	3.84	3.89	3.96	4.03	4.09	4.15	4.22	4.31	4.40	4.49	4.58	4.71	4.91	5.46	6.77	9.65	15.60	15.60	15.60	15.60	15.60
280 	[Retrieved Data]960 (5/14/2024 2:02:40 PM)	4.87	2.42	-3.35	1.34	1.34	1.34	1.34	1.34	1.15	1.01	0.93	0.84	0.75	0.72	0.67	0.63	0.60	0.60	0.57	0.54	0.54	0.52	0.49	0.50	0.49	0.48	0.48	0.48	0.48	0.52	0.55	0.60	0.70	0.88	1.36	2.64	5.41	11.26	11.26	11.26	11.26	11.26
281 	[Retrieved Data]961 (5/14/2024 2:02:40 PM)	42.44	-49.62	23.84	4.69	4.69	4.69	4.69	4.69	4.55	4.49	4.45	4.44	4.45	4.57	4.72	5.13	6.46	12.32	24.37	32.50	30.57	22.64	14.24	8.19	5.22	4.25	4.07	4.10	4.28	4.58	5.13	6.06	7.21	8.57	10.20	12.27	15.26	19.51	19.51	19.51	19.51	19.51
281 	[Retrieved Data]961 (5/14/2024 2:02:40 PM)	36.64	-67.33	32.82	1.77	1.77	1.77	1.77	1.77	1.59	1.47	1.37	1.28	1.25	1.30	1.39	1.72	3.00	8.76	20.76	28.85	26.92	19.03	10.75	4.85	1.97	1.03	0.81	0.77	0.86	1.13	1.60	2.49	3.65	4.98	6.59	8.65	11.59	15.81	15.81	15.81	15.81	15.81
282 	[Retrieved Data]962 (5/14/2024 2:02:40 PM)	31.22	2.27	3.74	5.83	5.83	5.83	5.83	5.83	5.63	5.62	5.66	5.54	5.52	5.62	5.74	6.06	6.86	7.91	8.08	7.77	7.50	6.98	6.21	5.65	5.39	5.31	5.37	5.64	6.23	7.27	8.86	11.03	13.33	15.90	19.08	22.91	27.60	33.38	33.38	33.38	33.38	33.38
282 	[Retrieved Data]962 (5/14/2024 2:02:40 PM)	21.41	3.82	5.07	2.93	2.93	2.93	2.93	2.93	2.67	2.61	2.59	2.42	2.31	2.35	2.43	2.69	3.44	4.48	4.64	4.32	4.08	3.58	2.84	2.29	2.06	1.98	2.04	2.26	2.82	3.81	5.38	7.52	9.78	12.34	15.48	19.30	23.93	29.67	29.67	29.67	29.67	29.67
283 	[Retrieved Data]963 (5/14/2024 2:02:40 PM)	29.46	1.47	3.28	5.57	5.57	5.57	5.57	5.57	5.34	5.24	5.17	5.06	5.03	5.10	5.18	5.43	5.98	6.77	6.96	6.81	6.64	6.23	5.68	5.26	5.07	4.98	5.00	5.17	5.56	6.23	7.27	8.70	10.38	12.67	16.10	20.62	26.16	32.87	32.87	32.87	32.87	32.87
283 	[Retrieved Data]963 (5/14/2024 2:02:40 PM)	18.51	2.79	4.54	2.69	2.69	2.69	2.69	2.69	2.40	2.24	2.14	1.94	1.83	1.85	1.88	2.07	2.58	3.36	3.55	3.37	3.21	2.85	2.31	1.92	1.73	1.64	1.65	1.79	2.14	2.80	3.79	5.20	6.86	9.14	12.52	17.00	22.48	29.14	29.14	29.14	29.14	29.14
284 	[Retrieved Data]964 (5/14/2024 2:02:40 PM)	30.44	1.98	4.02	5.67	5.67	5.67	5.67	5.67	5.44	5.37	5.33	5.22	5.18	5.28	5.38	5.66	6.34	7.26	7.49	7.29	7.08	6.63	5.99	5.51	5.29	5.20	5.24	5.46	5.98	6.82	8.13	9.92	11.91	14.39	17.77	22.02	27.20	33.47	33.47	33.47	33.47	33.47
284 	[Retrieved Data]964 (5/14/2024 2:02:40 PM)	19.98	3.50	5.64	2.73	2.73	2.73	2.73	2.73	2.46	2.34	2.24	2.09	1.95	2.01	2.03	2.25	2.89	3.79	4.02	3.81	3.61	3.19	2.58	2.12	1.90	1.84	1.86	2.05	2.53	3.33	4.61	6.34	8.28	10.72	14.05	18.23	23.33	29.53	29.53	29.53	29.53	29.53
285 	[Retrieved Data]965 (5/14/2024 2:02:40 PM)	31.40	2.52	4.60	5.78	5.78	5.78	5.78	5.78	5.55	5.51	5.51	5.40	5.37	5.48	5.62	5.95	6.76	7.84	8.07	7.79	7.55	7.03	6.28	5.73	5.48	5.41	5.48	5.75	6.37	7.43	9.07	11.29	13.63	16.26	19.52	23.43	28.18	34.01	34.01	34.01	34.01	34.01
285 	[Retrieved Data]965 (5/14/2024 2:02:40 PM)	21.60	4.18	6.49	2.84	2.84	2.84	2.84	2.84	2.59	2.49	2.43	2.25	2.15	2.20	2.30	2.56	3.31	4.38	4.59	4.32	4.10	3.62	2.88	2.36	2.14	2.05	2.10	2.35	2.95	3.95	5.55	7.75	10.05	12.66	15.89	19.76	24.46	30.24	30.24	30.24	30.24	30.24
286 	[Retrieved Data]966 (5/14/2024 2:02:40 PM)	29.62	1.95	4.15	5.43	5.43	5.43	5.43	5.43	5.21	5.11	5.03	4.92	4.89	4.97	5.06	5.31	5.87	6.69	6.93	6.79	6.64	6.27	5.71	5.31	5.14	5.08	5.11	5.28	5.70	6.42	7.51	9.00	10.75	13.12	16.68	21.34	27.00	33.80	33.80	33.80	33.80	33.80
286 	[Retrieved Data]966 (5/14/2024 2:02:40 PM)	18.88	3.61	6.11	2.55	2.55	2.55	2.55	2.55	2.28	2.12	2.00	1.83	1.72	1.76	1.78	1.96	2.49	3.28	3.53	3.38	3.24	2.90	2.37	1.99	1.81	1.77	1.79	1.93	2.33	3.01	4.05	5.54	7.26	9.63	13.13	17.74	23.37	30.11	30.11	30.11	30.11	30.11
287 	[Retrieved Data]967 (5/14/2024 2:02:40 PM)	30.37	2.69	4.82	5.44	5.44	5.44	5.44	5.44	5.23	5.16	5.13	5.03	5.00	5.08	5.19	5.45	6.11	7.05	7.33	7.17	6.99	6.57	5.91	5.44	5.26	5.21	5.28	5.52	6.07	6.96	8.34	10.21	12.27	14.83	18.30	22.63	27.87	34.21	34.21	34.21	34.21	34.21
287 	[Retrieved Data]967 (5/14/2024 2:02:40 PM)	20.22	4.56	7.17	2.55	2.55	2.55	2.55	2.55	2.29	2.19	2.13	1.94	1.83	1.86	1.92	2.13	2.73	3.66	3.94	3.79	3.62	3.21	2.59	2.14	1.97	1.92	1.97	2.18	2.68	3.57	4.93	6.74	8.81	11.31	14.76	19.08	24.27	30.53	30.53	30.53	30.53	30.53
288 	[Retrieved Data]968 (5/14/2024 2:02:40 PM)	27.97	24.93	-46.44	12.23	12.23	12.23	12.23	12.23	15.42	23.78	33.53	33.87	29.00	22.27	16.65	12.06	9.34	7.38	6.06	5.42	5.15	4.87	4.53	4.32	4.21	4.18	4.22	4.33	4.57	4.98	5.71	6.89	8.31	9.87	11.68	13.96	17.09	21.45	21.45	21.45	21.45	21.45
288 	[Retrieved Data]968 (5/14/2024 2:02:40 PM)	15.78	40.32	-61.14	9.12	9.12	9.12	9.12	9.12	12.24	20.53	30.25	30.54	25.64	18.86	13.26	8.63	5.96	3.99	2.69	2.04	1.76	1.52	1.21	0.99	0.89	0.83	0.84	0.88	1.06	1.43	2.15	3.31	4.68	6.28	8.07	10.32	13.40	17.75	17.75	17.75	17.75	17.75
289 	[Retrieved Data]969 (5/14/2024 2:02:40 PM)	54.37	64.84	49.86	4.67	4.67	4.67	4.67	4.67	4.51	4.44	4.36	4.31	4.30	4.40	4.51	4.72	5.05	5.60	6.06	6.32	6.46	6.40	6.26	6.68	9.20	16.73	31.21	49.88	67.57	79.84	86.78	90.16	91.55	92.18	92.45	92.59	92.73	92.79	92.79	92.79	92.79	92.79
289 	[Retrieved Data]969 (5/14/2024 2:02:40 PM)	49.98	71.24	66.71	1.85	1.85	1.85	1.85	1.85	1.63	1.48	1.35	1.21	1.14	1.14	1.14	1.25	1.47	1.84	2.23	2.45	2.59	2.56	2.43	2.84	5.31	12.75	27.12	45.67	63.36	75.69	82.67	86.06	87.48	88.06	88.32	88.52	88.63	88.64	88.64	88.64	88.64	88.64
290 	[Retrieved Data]970 (5/14/2024 2:02:40 PM)	27.81	0.47	1.88	5.33	5.33	5.33	5.33	5.33	5.12	5.02	4.95	4.84	4.79	4.84	4.89	5.08	5.49	6.05	6.20	6.08	5.92	5.61	5.18	4.86	4.70	4.61	4.57	4.64	4.89	5.30	5.96	6.90	8.13	10.00	13.13	17.58	23.28	30.35	30.35	30.35	30.35	30.35
290 	[Retrieved Data]970 (5/14/2024 2:02:40 PM)	15.61	1.18	2.22	2.40	2.40	2.40	2.40	2.40	2.14	2.03	1.92	1.72	1.61	1.61	1.60	1.73	2.10	2.64	2.80	2.67	2.55	2.25	1.85	1.54	1.36	1.27	1.24	1.28	1.50	1.87	2.51	3.45	4.69	6.54	9.60	14.03	19.68	26.68	26.68	26.68	26.68	26.68
291 	[Retrieved Data]971 (5/14/2024 2:02:40 PM)	27.09	1.54	2.03	5.10	5.10	5.10	5.10	5.10	4.88	4.79	4.69	4.59	4.55	4.61	4.64	4.77	5.07	5.48	5.61	5.53	5.42	5.20	4.89	4.70	4.61	4.58	4.57	4.63	4.84	5.18	5.70	6.47	7.52	9.28	12.48	17.25	23.51	31.31	31.31	31.31	31.31	31.31
291 	[Retrieved Data]971 (5/14/2024 2:02:40 PM)	14.09	3.40	2.57	2.16	2.16	2.16	2.16	2.16	1.90	1.76	1.63	1.48	1.36	1.36	1.35	1.42	1.68	2.06	2.20	2.12	2.03	1.82	1.55	1.36	1.26	1.20	1.20	1.25	1.42	1.75	2.27	3.03	4.05	5.80	8.95	13.70	19.88	27.59	27.59	27.59	27.59	27.59
292 	[Retrieved Data]972 (5/14/2024 2:02:40 PM)	27.38	0.80	2.20	5.16	5.16	5.16	5.16	5.16	4.94	4.83	4.74	4.64	4.61	4.65	4.69	4.85	5.19	5.67	5.83	5.76	5.64	5.39	5.05	4.80	4.67	4.61	4.57	4.63	4.84	5.18	5.74	6.55	7.61	9.36	12.48	17.09	23.09	30.58	30.58	30.58	30.58	30.58
292 	[Retrieved Data]972 (5/14/2024 2:02:40 PM)	14.71	1.84	2.80	2.25	2.25	2.25	2.25	2.25	1.98	1.84	1.71	1.54	1.41	1.42	1.40	1.51	1.80	2.28	2.44	2.37	2.26	2.02	1.69	1.45	1.32	1.25	1.19	1.24	1.43	1.78	2.30	3.08	4.15	5.87	8.94	13.52	19.46	26.91	26.91	26.91	26.91	26.91
293 	[Retrieved Data]973 (5/14/2024 2:02:40 PM)	27.99	0.68	2.48	5.28	5.28	5.28	5.28	5.28	5.05	4.94	4.86	4.76	4.72	4.78	4.84	5.03	5.46	6.06	6.24	6.14	5.98	5.68	5.23	4.91	4.73	4.66	4.64	4.73	4.97	5.42	6.13	7.13	8.42	10.38	13.65	18.22	24.02	31.16	31.16	31.16	31.16	31.16
293 	[Retrieved Data]973 (5/14/2024 2:02:40 PM)	16.13	1.50	3.37	2.39	2.39	2.39	2.39	2.39	2.12	1.98	1.86	1.68	1.57	1.57	1.58	1.71	2.11	2.70	2.89	2.76	2.63	2.35	1.93	1.63	1.45	1.36	1.32	1.38	1.61	2.04	2.73	3.72	4.98	6.97	10.15	14.71	20.44	27.54	27.54	27.54	27.54	27.54
294 	[Retrieved Data]974 (5/14/2024 2:02:40 PM)	26.79	0.91	2.09	5.03	5.03	5.03	5.03	5.03	4.81	4.66	4.57	4.49	4.46	4.49	4.53	4.66	4.93	5.33	5.47	5.43	5.33	5.13	4.85	4.68	4.58	4.52	4.50	4.54	4.70	4.98	5.40	6.01	6.91	8.48	11.53	16.25	22.61	30.65	30.65	30.65	30.65	30.65
294 	[Retrieved Data]974 (5/14/2024 2:02:40 PM)	13.54	2.10	2.55	2.13	2.13	2.13	2.13	2.13	1.86	1.68	1.55	1.40	1.29	1.27	1.26	1.33	1.57	1.94	2.11	2.04	1.96	1.77	1.53	1.32	1.22	1.16	1.14	1.15	1.28	1.56	1.96	2.57	3.46	5.02	8.01	12.70	18.98	26.95	26.95	26.95	26.95	26.95
295 	[Retrieved Data]975 (5/14/2024 2:02:40 PM)	27.47	1.04	2.72	5.08	5.08	5.08	5.08	5.08	4.87	4.74	4.66	4.57	4.53	4.57	4.62	4.77	5.12	5.62	5.83	5.78	5.66	5.42	5.07	4.81	4.69	4.63	4.61	4.68	4.91	5.27	5.86	6.72	7.80	9.65	12.90	17.66	23.82	31.43	31.43	31.43	31.43	31.43
295 	[Retrieved Data]975 (5/14/2024 2:02:40 PM)	15.05	2.36	3.93	2.18	2.18	2.18	2.18	2.18	1.92	1.76	1.63	1.48	1.37	1.37	1.36	1.45	1.76	2.25	2.45	2.40	2.31	2.08	1.74	1.50	1.37	1.31	1.27	1.33	1.53	1.90	2.46	3.29	4.41	6.22	9.42	14.16	20.24	27.80	27.80	27.80	27.80	27.80
296 	[Retrieved Data]976 (5/14/2024 2:02:40 PM)	28.00	1.04	3.05	5.14	5.14	5.14	5.14	5.14	4.93	4.82	4.75	4.65	4.62	4.66	4.73	4.91	5.32	5.93	6.16	6.09	5.97	5.66	5.22	4.90	4.76	4.67	4.66	4.76	5.03	5.50	6.23	7.30	8.62	10.66	14.02	18.70	24.61	31.84	31.84	31.84	31.84	31.84
296 	[Retrieved Data]976 (5/14/2024 2:02:40 PM)	16.32	2.34	4.56	2.28	2.28	2.28	2.28	2.28	2.02	1.88	1.77	1.60	1.48	1.50	1.49	1.62	2.01	2.60	2.82	2.75	2.65	2.36	1.95	1.64	1.49	1.42	1.40	1.46	1.73	2.20	2.90	3.93	5.27	7.27	10.58	15.24	21.09	28.29	28.29	28.29	28.29	28.29
297 	[Retrieved Data]977 (5/14/2024 2:02:40 PM)	26.84	0.92	1.64	5.09	5.09	5.09	5.09	5.09	4.88	4.77	4.69	4.60	4.56	4.59	4.64	4.76	5.04	5.42	5.54	5.47	5.35	5.15	4.87	4.67	4.56	4.51	4.49	4.53	4.70	4.98	5.42	6.08	6.99	8.58	11.56	16.12	22.27	30.06	30.06	30.06	30.06	30.06
297 	[Retrieved Data]977 (5/14/2024 2:02:40 PM)	13.68	2.08	1.67	2.21	2.21	2.21	2.21	2.21	1.96	1.80	1.65	1.50	1.39	1.37	1.37	1.44	1.67	2.04	2.17	2.10	2.00	1.80	1.53	1.32	1.23	1.16	1.13	1.15	1.29	1.56	1.99	2.65	3.56	5.13	8.03	12.60	18.66	26.38	26.38	26.38	26.38	26.38
298 	[Retrieved Data]978 (5/14/2024 2:02:40 PM)	27.02	1.08	1.83	5.16	5.16	5.16	5.16	5.16	4.93	4.81	4.71	4.61	4.57	4.62	4.64	4.79	5.07	5.48	5.61	5.54	5.42	5.21	4.92	4.70	4.61	4.54	4.53	4.60	4.75	5.08	5.55	6.25	7.24	8.89	12.00	16.71	22.95	30.78	30.78	30.78	30.78	30.78
298 	[Retrieved Data]978 (5/14/2024 2:02:40 PM)	13.95	2.40	2.17	2.22	2.22	2.22	2.22	2.22	1.96	1.80	1.66	1.48	1.38	1.35	1.37	1.44	1.70	2.08	2.21	2.14	2.04	1.85	1.56	1.36	1.25	1.18	1.16	1.19	1.35	1.64	2.10	2.80	3.77	5.43	8.48	13.17	19.34	27.10	27.10	27.10	27.10	27.10
299 	[Retrieved Data]979 (5/14/2024 2:02:40 PM)	27.53	1.17	2.10	5.23	5.23	5.23	5.23	5.23	5.00	4.90	4.82	4.72	4.67	4.71	4.76	4.92	5.29	5.79	5.92	5.81	5.68	5.43	5.07	4.80	4.67	4.61	4.60	4.67	4.90	5.30	5.91	6.81	7.98	9.85	13.11	17.82	23.89	31.37	31.37	31.37	31.37	31.37
299 	[Retrieved Data]979 (5/14/2024 2:02:40 PM)	15.17	2.51	2.71	2.34	2.34	2.34	2.34	2.34	2.05	1.90	1.79	1.61	1.50	1.49	1.49	1.61	1.92	2.41	2.56	2.45	2.33	2.08	1.74	1.48	1.35	1.29	1.26	1.32	1.52	1.91	2.51	3.39	4.55	6.39	9.61	14.29	20.29	27.72	27.72	27.72	27.72	27.72
300 	[Retrieved Data]980 (5/14/2024 2:02:40 PM)	27.77	0.42	2.20	5.28	5.28	5.28	5.28	5.28	5.07	4.94	4.85	4.75	4.72	4.76	4.81	5.00	5.40	5.97	6.15	6.03	5.89	5.60	5.18	4.87	4.72	4.61	4.58	4.65	4.89	5.28	5.91	6.83	8.01	9.88	13.06	17.60	23.46	30.67	30.67	30.67	30.67	30.67
300 	[Retrieved Data]980 (5/14/2024 2:02:40 PM)	15.60	1.11	2.82	2.38	2.38	2.38	2.38	2.38	2.11	1.95	1.83	1.66	1.55	1.54	1.55	1.66	2.02	2.58	2.78	2.67	2.53	2.25	1.85	1.54	1.39	1.28	1.27	1.29	1.51	1.88	2.50	3.42	4.60	6.42	9.56	14.07	19.85	27.04	27.04	27.04	27.04	27.04
301 	[Retrieved Data]981 (5/14/2024 2:02:40 PM)	26.91	1.39	2.18	5.02	5.02	5.02	5.02	5.02	4.81	4.69	4.59	4.50	4.47	4.51	4.55	4.68	4.98	5.40	5.54	5.46	5.35	5.15	4.85	4.65	4.58	4.52	4.52	4.57	4.76	5.09	5.59	6.34	7.33	9.06	12.27	17.14	23.54	31.51	31.51	31.51	31.51	31.51
301 	[Retrieved Data]981 (5/14/2024 2:02:40 PM)	14.04	3.05	3.08	2.11	2.11	2.11	2.11	2.11	1.85	1.69	1.57	1.42	1.31	1.30	1.29	1.37	1.64	2.03	2.18	2.10	2.03	1.83	1.57	1.36	1.26	1.22	1.20	1.24	1.41	1.71	2.21	2.93	3.94	5.66	8.82	13.64	19.97	27.88	27.88	27.88	27.88	27.88
302 	[Retrieved Data]982 (5/14/2024 2:02:40 PM)	27.40	0.59	2.34	5.17	5.17	5.17	5.17	5.17	4.94	4.81	4.71	4.61	4.58	4.62	4.67	4.83	5.17	5.67	5.86	5.78	5.67	5.41	5.07	4.81	4.67	4.61	4.58	4.63	4.82	5.16	5.70	6.46	7.52	9.25	12.42	17.13	23.31	30.98	30.98	30.98	30.98	30.98
302 	[Retrieved Data]982 (5/14/2024 2:02:40 PM)	14.79	1.50	3.23	2.25	2.25	2.25	2.25	2.25	1.99	1.80	1.65	1.50	1.39	1.38	1.39	1.49	1.81	2.27	2.45	2.38	2.28	2.05	1.73	1.49	1.34	1.25	1.23	1.26	1.44	1.76	2.26	3.02	4.06	5.81	8.93	13.61	19.71	27.32	27.32	27.32	27.32	27.32
303 	[Retrieved Data]983 (5/14/2024 2:02:40 PM)	27.86	0.76	2.72	5.20	5.20	5.20	5.20	5.20	4.98	4.87	4.78	4.68	4.64	4.68	4.75	4.92	5.32	5.93	6.13	6.04	5.91	5.62	5.20	4.89	4.72	4.65	4.63	4.71	4.96	5.40	6.06	7.03	8.28	10.23	13.51	18.18	24.15	31.47	31.47	31.47	31.47	31.47
303 	[Retrieved Data]983 (5/14/2024 2:02:40 PM)	15.90	1.71	3.99	2.31	2.31	2.31	2.31	2.31	2.04	1.88	1.75	1.59	1.47	1.49	1.48	1.60	1.97	2.56	2.77	2.68	2.56	2.29	1.90	1.60	1.44	1.36	1.32	1.37	1.62	2.04	2.66	3.62	4.85	6.81	10.05	14.69	20.59	27.84	27.84	27.84	27.84	27.84
304 	[Retrieved Data]984 (5/14/2024 2:02:40 PM)	25.10	1.80	1.06	4.69	4.69	4.69	4.69	4.69	4.50	4.37	4.28	4.21	4.17	4.19	4.19	4.25	4.38	4.55	4.61	4.56	4.50	4.41	4.29	4.23	4.21	4.21	4.22	4.23	4.33	4.50	4.72	5.09	5.65	6.76	9.24	13.57	19.94	28.58	28.58	28.58	28.58	28.58
304 	[Retrieved Data]984 (5/14/2024 2:02:40 PM)	10.24	4.21	0.18	1.82	1.82	1.82	1.82	1.82	1.60	1.44	1.32	1.17	1.09	1.06	1.02	1.03	1.13	1.28	1.33	1.28	1.24	1.14	1.02	0.96	0.93	0.92	0.90	0.90	0.98	1.14	1.35	1.70	2.25	3.36	5.78	10.06	16.34	24.90	24.90	24.90	24.90	24.90
305 	[Retrieved Data]985 (5/14/2024 2:02:40 PM)	27.74	0.76	1.99	5.30	5.30	5.30	5.30	5.30	5.10	4.99	4.89	4.80	4.77	4.81	4.86	5.02	5.38	5.86	6.01	5.92	5.79	5.52	5.17	4.90	4.77	4.70	4.67	4.75	4.96	5.32	5.88	6.71	7.80	9.55	12.66	17.21	23.13	30.52	30.52	30.52	30.52	30.52
305 	[Retrieved Data]985 (5/14/2024 2:02:40 PM)	15.07	1.73	2.26	2.36	2.36	2.36	2.36	2.36	2.10	1.94	1.81	1.65	1.53	1.53	1.52	1.61	1.93	2.40	2.56	2.46	2.35	2.10	1.75	1.49	1.34	1.29	1.24	1.28	1.48	1.84	2.37	3.17	4.27	6.02	9.04	13.57	19.42	26.75	26.75	26.75	26.75	26.75
