	Data Name	L*(D50)	a*(D50)	b*(D50)	360nm	370nm	380nm	390nm	400nm	410nm	420nm	430nm	440nm	450nm	460nm	470nm	480nm	490nm	500nm	510nm	520nm	530nm	540nm	550nm	560nm	570nm	580nm	590nm	600nm	610nm	620nm	630nm	640nm	650nm	660nm	670nm	680nm	690nm	700nm	710nm	720nm	730nm	740nm
155 	[Retrieved Data]835 (5/14/2024 2:02:40 PM)	72.84	0.10	19.07	6.04	6.04	6.04	6.04	6.04	9.49	19.70	28.74	31.03	30.47	28.56	29.28	31.05	34.75	41.02	45.17	46.65	47.11	46.32	44.45	43.03	42.47	42.42	43.10	44.52	46.92	50.13	54.04	58.06	61.35	64.01	66.36	68.75	71.35	74.21	74.21	74.21	74.21	74.21
156 	[Retrieved Data]836 (5/14/2024 2:02:40 PM)	77.99	1.93	20.49	9.16	9.16	9.16	9.16	9.16	13.17	24.49	34.00	36.35	35.68	33.82	34.59	36.48	40.35	46.90	51.40	53.18	53.88	53.44	51.99	51.11	51.35	52.14	53.48	55.28	57.70	60.67	64.18	67.68	70.47	72.73	74.68	76.66	78.87	81.18	81.18	81.18	81.18	81.18
156 	[Retrieved Data]836 (5/14/2024 2:02:40 PM)	75.99	2.08	21.01	6.33	6.33	6.33	6.33	6.33	10.32	21.62	31.24	33.67	32.92	30.85	31.61	33.41	37.19	43.70	48.13	49.86	50.54	50.07	48.63	47.81	48.05	48.84	50.17	51.89	54.30	57.26	60.73	64.19	67.01	69.26	71.18	73.15	75.35	77.65	77.65	77.65	77.65	77.65
157 	[Retrieved Data]837 (5/14/2024 2:02:40 PM)	80.92	3.81	21.51	9.70	9.70	9.70	9.70	9.70	14.42	27.10	37.35	39.88	38.99	36.89	37.63	39.38	43.14	49.70	54.43	56.50	57.44	57.33	56.30	56.04	57.08	58.79	60.87	63.04	65.44	68.06	71.00	73.84	76.10	77.89	79.38	80.92	82.62	84.37	84.37	84.37	84.37	84.37
157 	[Retrieved Data]837 (5/14/2024 2:02:40 PM)	79.04	4.01	21.96	6.90	6.90	6.90	6.90	6.90	11.60	24.28	34.62	37.25	36.27	33.97	34.66	36.34	39.99	46.49	51.19	53.19	54.09	53.95	52.94	52.71	53.78	55.47	57.52	59.64	62.01	64.58	67.51	70.36	72.59	74.38	75.88	77.44	79.10	80.85	80.85	80.85	80.85	80.85
158 	[Retrieved Data]838 (5/14/2024 2:02:40 PM)	75.58	2.50	22.30	8.62	8.62	8.62	8.62	8.62	11.87	21.38	29.49	31.46	31.02	29.50	30.37	32.35	36.42	43.09	47.40	48.99	49.66	49.20	47.73	46.93	47.28	48.15	49.55	51.43	53.98	57.16	60.92	64.71	67.76	70.24	72.36	74.54	76.97	79.56	79.56	79.56	79.56	79.56
158 	[Retrieved Data]838 (5/14/2024 2:02:40 PM)	73.49	2.68	23.03	5.83	5.83	5.83	5.83	5.83	9.07	18.53	26.72	28.77	28.22	26.57	27.40	29.29	33.27	39.89	44.16	45.69	46.35	45.86	44.40	43.64	44.02	44.90	46.26	48.08	50.61	53.79	57.52	61.27	64.33	66.76	68.91	71.08	73.48	76.06	76.06	76.06	76.06	76.06
159 	[Retrieved Data]839 (5/14/2024 2:02:40 PM)	78.73	4.43	23.95	9.01	9.01	9.01	9.01	9.01	12.85	23.62	32.53	34.67	33.98	32.14	32.86	34.66	38.41	44.96	49.96	52.42	53.54	53.43	52.36	52.11	53.21	54.96	57.08	59.36	61.91	64.77	68.01	71.16	73.67	75.67	77.38	79.10	81.01	82.99	82.99	82.99	82.99	82.99
159 	[Retrieved Data]839 (5/14/2024 2:02:40 PM)	76.78	4.67	24.60	6.23	6.23	6.23	6.23	6.23	10.05	20.82	29.84	32.04	31.26	29.23	29.91	31.66	35.33	41.79	46.74	49.13	50.24	50.09	49.01	48.82	49.94	51.66	53.77	55.97	58.52	61.36	64.57	67.69	70.18	72.22	73.87	75.61	77.51	79.49	79.49	79.49	79.49	79.49
160 	[Retrieved Data]840 (5/14/2024 2:02:40 PM)	27.98	24.70	-46.33	12.45	12.45	12.45	12.45	12.45	15.60	23.79	33.32	33.67	28.90	22.27	16.69	12.07	9.41	7.43	6.10	5.45	5.18	4.90	4.55	4.31	4.19	4.16	4.20	4.32	4.56	4.97	5.70	6.88	8.28	9.83	11.65	13.92	17.06	21.42	21.42	21.42	21.42	21.42
160 	[Retrieved Data]840 (5/14/2024 2:02:40 PM)	16.08	39.43	-60.57	9.35	9.35	9.35	9.35	9.35	12.43	20.52	30.06	30.36	25.54	18.89	13.31	8.73	6.05	4.09	2.77	2.12	1.86	1.58	1.28	1.05	0.93	0.87	0.89	0.92	1.10	1.49	2.17	3.32	4.71	6.27	8.08	10.35	13.44	17.77	17.77	17.77	17.77	17.77
161 	[Retrieved Data]841 (5/14/2024 2:02:40 PM)	54.49	64.67	49.86	4.66	4.66	4.66	4.66	4.66	4.50	4.42	4.35	4.31	4.32	4.43	4.55	4.81	5.21	5.80	6.24	6.44	6.55	6.50	6.34	6.77	9.30	16.82	31.32	50.01	67.73	80.00	86.94	90.31	91.73	92.33	92.58	92.77	92.90	92.91	92.91	92.91	92.91	92.91
161 	[Retrieved Data]841 (5/14/2024 2:02:40 PM)	50.01	71.09	66.66	1.84	1.84	1.84	1.84	1.84	1.60	1.45	1.32	1.19	1.13	1.14	1.16	1.27	1.56	2.03	2.36	2.52	2.62	2.59	2.45	2.86	5.32	12.77	27.12	45.68	63.36	75.69	82.62	86.02	87.36	88.02	88.27	88.49	88.58	88.59	88.59	88.59	88.59	88.59
162 	[Retrieved Data]842 (5/14/2024 2:02:40 PM)	58.07	4.59	21.98	7.03	7.03	7.03	7.03	7.03	7.67	10.49	13.31	13.81	13.83	13.67	14.37	16.00	19.32	23.96	26.07	26.51	26.68	25.86	24.35	23.55	23.47	23.65	24.37	25.91	28.63	32.38	37.09	42.14	46.35	49.98	53.37	56.77	60.58	64.84	64.84	64.84	64.84	64.84
162 	[Retrieved Data]842 (5/14/2024 2:02:40 PM)	54.72	5.15	24.21	4.16	4.16	4.16	4.16	4.16	4.76	7.53	10.34	10.82	10.79	10.53	11.20	12.75	16.01	20.61	22.69	23.09	23.27	22.46	20.97	20.19	20.13	20.33	21.03	22.54	25.24	28.98	33.66	38.66	42.84	46.47	49.81	53.24	57.01	61.24	61.24	61.24	61.24	61.24
163 	[Retrieved Data]843 (5/14/2024 2:02:40 PM)	55.20	6.48	22.84	6.81	6.81	6.81	6.81	6.81	7.15	9.11	11.10	11.40	11.44	11.47	12.13	13.61	16.72	21.00	22.77	23.05	23.21	22.48	21.12	20.52	20.64	21.02	21.89	23.51	26.25	29.99	34.70	39.77	43.98	47.66	51.11	54.59	58.49	62.89	62.89	62.89	62.89	62.89
163 	[Retrieved Data]843 (5/14/2024 2:02:40 PM)	51.57	7.26	25.76	3.91	3.91	3.91	3.91	3.91	4.23	6.15	8.11	8.38	8.34	8.32	8.94	10.38	13.41	17.63	19.40	19.66	19.83	19.09	17.76	17.19	17.30	17.69	18.55	20.14	22.86	26.61	31.26	36.28	40.48	44.14	47.56	51.06	54.92	59.31	59.31	59.31	59.31	59.31
164 	[Retrieved Data]844 (5/14/2024 2:02:40 PM)	56.24	4.57	23.80	6.66	6.66	6.66	6.66	6.66	7.04	9.13	11.24	11.56	11.63	11.69	12.43	14.06	17.42	22.12	24.23	24.66	24.82	24.02	22.54	21.74	21.64	21.78	22.44	23.93	26.62	30.35	35.05	40.12	44.35	48.04	51.49	54.97	58.87	63.26	63.26	63.26	63.26	63.26
164 	[Retrieved Data]844 (5/14/2024 2:02:40 PM)	52.72	5.16	26.69	3.81	3.81	3.81	3.81	3.81	4.17	6.18	8.26	8.56	8.58	8.55	9.26	10.83	14.13	18.77	20.86	21.26	21.44	20.64	19.18	18.41	18.31	18.44	19.12	20.60	23.24	26.98	31.62	36.67	40.86	44.55	47.96	51.45	55.31	59.69	59.69	59.69	59.69	59.69
165 	[Retrieved Data]845 (5/14/2024 2:02:40 PM)	58.37	6.34	25.32	6.68	6.68	6.68	6.68	6.68	7.21	9.66	12.07	12.47	12.51	12.47	13.23	14.90	18.30	23.12	25.40	25.95	26.25	25.55	24.22	23.68	23.99	24.58	25.62	27.38	30.23	34.05	38.77	43.80	47.96	51.53	54.85	58.20	61.91	66.06	66.06	66.06	66.06	66.06
165 	[Retrieved Data]845 (5/14/2024 2:02:40 PM)	55.07	7.01	28.08	3.84	3.84	3.84	3.84	3.84	4.32	6.73	9.14	9.50	9.47	9.38	10.07	11.67	15.04	19.78	22.04	22.58	22.88	22.18	20.85	20.35	20.67	21.26	22.29	24.03	26.84	30.65	35.34	40.35	44.49	48.05	51.32	54.68	58.38	62.51	62.51	62.51	62.51	62.51
166 	[Retrieved Data]846 (5/14/2024 2:02:40 PM)	54.30	4.19	24.78	6.44	6.44	6.44	6.44	6.44	6.63	8.12	9.67	9.89	9.97	10.14	10.86	12.44	15.72	20.38	22.52	22.95	23.11	22.30	20.83	20.01	19.81	19.81	20.35	21.74	24.33	27.99	32.62	37.67	41.91	45.64	49.15	52.72	56.70	61.25	61.25	61.25	61.25	61.25
166 	[Retrieved Data]846 (5/14/2024 2:02:40 PM)	50.61	4.80	28.29	3.53	3.53	3.53	3.53	3.53	3.72	5.19	6.70	6.89	6.92	7.01	7.69	9.21	12.44	17.06	19.18	19.60	19.75	18.94	17.51	16.69	16.48	16.52	17.07	18.45	21.00	24.64	29.25	34.26	38.49	42.20	45.68	49.26	53.22	57.74	57.74	57.74	57.74	57.74
167 	[Retrieved Data]847 (5/14/2024 2:02:40 PM)	56.63	6.17	25.72	6.53	6.53	6.53	6.53	6.53	6.89	8.85	10.84	11.14	11.19	11.22	11.92	13.47	16.70	21.41	23.74	24.36	24.67	23.96	22.60	21.99	22.16	22.62	23.58	25.27	28.06	31.81	36.49	41.51	45.66	49.29	52.65	56.06	59.86	64.16	64.16	64.16	64.16	64.16
167 	[Retrieved Data]847 (5/14/2024 2:02:40 PM)	53.16	6.89	28.83	3.67	3.67	3.67	3.67	3.67	4.02	5.95	7.90	8.18	8.16	8.14	8.79	10.28	13.45	18.07	20.38	20.99	21.31	20.60	19.24	18.65	18.84	19.32	20.26	21.93	24.68	28.40	33.08	38.06	42.18	45.80	49.13	52.54	56.32	60.59	60.59	60.59	60.59	60.59
168 	[Retrieved Data]848 (5/14/2024 2:02:40 PM)	58.70	8.07	26.86	6.56	6.56	6.56	6.56	6.56	7.09	9.51	11.87	12.24	12.23	12.11	12.77	14.29	17.48	22.19	24.72	25.57	26.04	25.47	24.22	23.85	24.44	25.40	26.80	28.79	31.74	35.57	40.29	45.24	49.33	52.83	56.06	59.32	62.96	67.00	67.00	67.00	67.00	67.00
168 	[Retrieved Data]848 (5/14/2024 2:02:40 PM)	55.49	8.86	29.78	3.74	3.74	3.74	3.74	3.74	4.24	6.63	8.98	9.32	9.25	9.07	9.69	11.14	14.25	18.92	21.42	22.25	22.72	22.14	20.92	20.57	21.17	22.15	23.53	25.47	28.39	32.22	36.91	41.80	45.91	49.37	52.58	55.86	59.45	63.49	63.49	63.49	63.49	63.49
169 	[Retrieved Data]849 (5/14/2024 2:02:40 PM)	54.37	4.06	20.60	7.09	7.09	7.09	7.09	7.09	7.41	9.34	11.37	11.69	11.75	11.83	12.49	13.95	17.01	21.26	23.01	23.24	23.29	22.42	20.92	20.03	19.72	19.63	20.10	21.46	24.01	27.62	32.25	37.29	41.53	45.25	48.76	52.35	56.34	60.88	60.88	60.88	60.88	60.88
169 	[Retrieved Data]849 (5/14/2024 2:02:40 PM)	50.57	4.64	23.21	4.17	4.17	4.17	4.17	4.17	4.45	6.34	8.33	8.61	8.63	8.62	9.24	10.65	13.66	17.84	19.58	19.79	19.85	18.96	17.48	16.60	16.32	16.24	16.71	18.02	20.57	24.18	28.74	33.75	37.98	41.67	45.16	48.73	52.71	57.22	57.22	57.22	57.22	57.22
170 	[Retrieved Data]850 (5/14/2024 2:02:40 PM)	54.83	5.37	21.90	6.99	6.99	6.99	6.99	6.99	7.31	9.22	11.15	11.45	11.52	11.62	12.30	13.79	16.90	21.20	22.95	23.15	23.25	22.43	21.02	20.29	20.22	20.38	21.08	22.57	25.25	28.95	33.61	38.64	42.88	46.56	50.04	53.57	57.52	61.98	61.98	61.98	61.98	61.98
170 	[Retrieved Data]850 (5/14/2024 2:02:40 PM)	51.12	6.05	24.68	4.05	4.05	4.05	4.05	4.05	4.36	6.24	8.16	8.41	8.42	8.44	9.08	10.51	13.57	17.82	19.55	19.75	19.82	19.02	17.61	16.93	16.85	17.01	17.73	19.19	21.84	25.49	30.11	35.13	39.35	43.02	46.48	50.02	53.92	58.36	58.36	58.36	58.36	58.36
171 	[Retrieved Data]851 (5/14/2024 2:02:40 PM)	56.84	6.73	22.82	7.08	7.08	7.08	7.08	7.08	7.53	9.82	12.13	12.51	12.56	12.56	13.24	14.79	17.96	22.38	24.21	24.46	24.62	23.91	22.59	22.05	22.30	22.80	23.79	25.51	28.33	32.12	36.84	41.88	46.08	49.68	53.07	56.49	60.28	64.54	64.54	64.54	64.54	64.54
171 	[Retrieved Data]851 (5/14/2024 2:02:40 PM)	53.41	7.47	25.41	4.18	4.18	4.18	4.18	4.18	4.61	6.86	9.15	9.50	9.50	9.44	10.09	11.56	14.71	19.05	20.86	21.11	21.25	20.54	19.24	18.72	18.98	19.49	20.49	22.18	24.96	28.71	33.42	38.40	42.57	46.20	49.55	52.97	56.72	60.97	60.97	60.97	60.97	60.97
172 	[Retrieved Data]852 (5/14/2024 2:02:40 PM)	57.96	4.82	23.96	6.88	6.88	6.88	6.88	6.88	7.38	9.82	12.24	12.68	12.75	12.77	13.54	15.22	18.67	23.58	25.79	26.21	26.40	25.63	24.16	23.40	23.42	23.69	24.48	26.07	28.84	32.60	37.33	42.38	46.55	50.18	53.56	56.96	60.74	64.97	64.97	64.97	64.97	64.97
172 	[Retrieved Data]852 (5/14/2024 2:02:40 PM)	54.66	5.37	26.61	4.00	4.00	4.00	4.00	4.00	4.47	6.87	9.29	9.69	9.72	9.65	10.39	12.02	15.41	20.27	22.47	22.87	23.05	22.28	20.84	20.13	20.14	20.41	21.19	22.77	25.50	29.26	33.95	38.97	43.13	46.75	50.09	53.50	57.25	61.47	61.47	61.47	61.47	61.47
173 	[Retrieved Data]853 (5/14/2024 2:02:40 PM)	55.15	6.43	24.76	6.71	6.71	6.71	6.71	6.71	6.93	8.56	10.21	10.46	10.55	10.73	11.44	12.97	16.14	20.60	22.56	22.90	23.09	22.40	21.09	20.52	20.69	21.10	21.97	23.59	26.33	30.07	34.77	39.82	44.01	47.69	51.12	54.61	58.48	62.86	62.86	62.86	62.86	62.86
173 	[Retrieved Data]853 (5/14/2024 2:02:40 PM)	51.51	7.22	28.15	3.81	3.81	3.81	3.81	3.81	4.01	5.59	7.23	7.42	7.46	7.56	8.21	9.70	12.83	17.25	19.19	19.52	19.71	19.01	17.72	17.18	17.35	17.76	18.64	20.23	22.96	26.69	31.33	36.34	40.55	44.20	47.61	51.10	54.94	59.33	59.33	59.33	59.33	59.33
174 	[Retrieved Data]854 (5/14/2024 2:02:40 PM)	56.29	4.58	25.84	6.53	6.53	6.53	6.53	6.53	6.83	8.60	10.39	10.68	10.77	10.94	11.71	13.40	16.85	21.80	24.12	24.60	24.81	24.03	22.58	21.85	21.80	21.97	22.68	24.19	26.86	30.60	35.30	40.36	44.60	48.28	51.69	55.19	59.05	63.43	63.43	63.43	63.43	63.43
174 	[Retrieved Data]854 (5/14/2024 2:02:40 PM)	52.81	5.18	29.12	3.66	3.66	3.66	3.66	3.66	3.93	5.67	7.43	7.69	7.73	7.83	8.57	10.18	13.59	18.47	20.76	21.24	21.44	20.67	19.25	18.53	18.48	18.68	19.37	20.86	23.54	27.25	31.91	36.92	41.15	44.78	48.22	51.69	55.53	59.88	59.88	59.88	59.88	59.88
175 	[Retrieved Data]855 (5/14/2024 2:02:40 PM)	58.36	6.33	26.23	6.62	6.62	6.62	6.62	6.62	7.08	9.36	11.65	12.04	12.10	12.12	12.87	14.50	17.92	22.89	25.31	25.92	26.24	25.57	24.23	23.68	23.98	24.58	25.68	27.46	30.32	34.14	38.84	43.87	48.01	51.55	54.86	58.19	61.88	66.02	66.02	66.02	66.02	66.02
175 	[Retrieved Data]855 (5/14/2024 2:02:40 PM)	55.10	6.99	29.15	3.79	3.79	3.79	3.79	3.79	4.22	6.46	8.73	9.10	9.09	9.05	9.74	11.32	14.67	19.60	22.00	22.59	22.91	22.22	20.89	20.39	20.70	21.32	22.40	24.14	26.97	30.76	35.45	40.42	44.57	48.10	51.37	54.70	58.38	62.50	62.50	62.50	62.50	62.50
176 	[Retrieved Data]856 (5/14/2024 2:02:40 PM)	47.74	6.50	18.25	6.70	6.70	6.70	6.70	6.70	6.73	7.66	8.66	8.72	8.74	8.91	9.36	10.42	12.76	16.01	17.18	17.16	17.13	16.32	14.95	14.16	14.00	14.14	14.74	16.03	18.36	21.63	25.90	30.67	34.78	38.45	42.01	45.69	49.89	54.77	54.77	54.77	54.77	54.77
176 	[Retrieved Data]856 (5/14/2024 2:02:40 PM)	43.06	7.60	21.64	3.82	3.82	3.82	3.82	3.82	3.80	4.68	5.64	5.66	5.61	5.70	6.10	7.11	9.41	12.62	13.78	13.76	13.73	12.92	11.57	10.79	10.65	10.77	11.36	12.63	14.92	18.18	22.44	27.17	31.27	34.94	38.44	42.14	46.30	51.17	51.17	51.17	51.17	51.17
177 	[Retrieved Data]857 (5/14/2024 2:02:40 PM)	56.32	4.45	21.18	7.07	7.07	7.07	7.07	7.07	7.56	9.96	12.40	12.82	12.87	12.84	13.54	15.09	18.29	22.77	24.66	24.90	25.00	24.15	22.63	21.78	21.58	21.66	22.30	23.78	26.44	30.14	34.83	39.89	44.11	47.80	51.24	54.73	58.63	63.02	63.02	63.02	63.02	63.02
177 	[Retrieved Data]857 (5/14/2024 2:02:40 PM)	52.83	5.01	23.56	4.18	4.18	4.18	4.18	4.18	4.64	7.02	9.44	9.83	9.80	9.72	10.36	11.85	15.01	19.44	21.31	21.52	21.61	20.78	19.29	18.47	18.28	18.37	18.99	20.43	23.07	26.77	31.41	36.43	40.64	44.30	47.74	51.24	55.09	59.46	59.46	59.46	59.46	59.46
178 	[Retrieved Data]858 (5/14/2024 2:02:40 PM)	56.52	5.54	22.13	7.05	7.05	7.05	7.05	7.05	7.50	9.80	12.11	12.51	12.58	12.61	13.32	14.89	18.12	22.61	24.45	24.64	24.76	23.98	22.54	21.83	21.86	22.15	22.96	24.56	27.30	31.06	35.77	40.82	45.02	48.69	52.11	55.58	59.43	63.74	63.74	63.74	63.74	63.74
178 	[Retrieved Data]858 (5/14/2024 2:02:40 PM)	53.04	6.18	24.69	4.16	4.16	4.16	4.16	4.16	4.58	6.84	9.14	9.49	9.50	9.46	10.13	11.66	14.84	19.26	21.08	21.27	21.39	20.60	19.19	18.52	18.54	18.83	19.64	21.23	23.95	27.67	32.32	37.35	41.55	45.19	48.60	52.06	55.88	60.19	60.19	60.19	60.19	60.19
179 	[Retrieved Data]859 (5/14/2024 2:02:40 PM)	58.65	7.24	23.28	7.09	7.09	7.09	7.09	7.09	7.71	10.46	13.17	13.65	13.68	13.59	14.29	15.89	19.18	23.78	25.71	25.98	26.19	25.52	24.21	23.77	24.20	24.94	26.14	28.00	30.90	34.75	39.48	44.51	48.63	52.17	55.45	58.78	62.43	66.51	66.51	66.51	66.51	66.51
179 	[Retrieved Data]859 (5/14/2024 2:02:40 PM)	55.40	7.97	25.69	4.20	4.20	4.20	4.20	4.20	4.79	7.52	10.23	10.67	10.64	10.48	11.13	12.67	15.90	20.44	22.36	22.63	22.84	22.16	20.88	20.47	20.90	21.65	22.83	24.66	27.53	31.38	36.07	41.04	45.15	48.71	51.95	55.25	58.87	62.96	62.96	62.96	62.96	62.96
180 	[Retrieved Data]860 (5/14/2024 2:02:40 PM)	54.78	5.04	23.66	6.77	6.77	6.77	6.77	6.77	7.01	8.67	10.36	10.60	10.71	10.90	11.62	13.17	16.38	20.89	22.84	23.15	23.27	22.47	21.06	20.30	20.20	20.36	21.04	22.54	25.19	28.88	33.53	38.59	42.80	46.50	49.99	53.53	57.48	61.98	61.98	61.98	61.98	61.98
180 	[Retrieved Data]860 (5/14/2024 2:02:40 PM)	51.07	5.70	26.84	3.87	3.87	3.87	3.87	3.87	4.08	5.70	7.36	7.57	7.61	7.72	8.40	9.90	13.03	17.51	19.44	19.73	19.87	19.06	17.66	16.93	16.86	16.98	17.68	19.15	21.79	25.45	30.06	35.07	39.31	42.99	46.44	49.99	53.88	58.36	58.36	58.36	58.36	58.36
181 	[Retrieved Data]861 (5/14/2024 2:02:40 PM)	56.87	6.78	24.79	6.84	6.84	6.84	6.84	6.84	7.21	9.24	11.27	11.59	11.67	11.77	12.52	14.11	17.38	22.02	24.02	24.37	24.58	23.91	22.60	22.10	22.40	22.96	23.99	25.75	28.57	32.39	37.11	42.14	46.30	49.93	53.28	56.70	60.48	64.72	64.72	64.72	64.72	64.72
181 	[Retrieved Data]861 (5/14/2024 2:02:40 PM)	53.44	7.54	27.75	3.97	3.97	3.97	3.97	3.97	4.31	6.29	8.32	8.61	8.63	8.65	9.35	10.86	14.10	18.68	20.68	21.00	21.22	20.54	19.25	18.78	19.07	19.64	20.68	22.40	25.22	29.00	33.68	38.69	42.83	46.43	49.78	53.20	56.97	61.19	61.19	61.19	61.19	61.19
182 	[Retrieved Data]862 (5/14/2024 2:02:40 PM)	58.02	4.87	26.20	6.59	6.59	6.59	6.59	6.59	7.01	9.15	11.31	11.68	11.77	11.88	12.69	14.43	18.00	23.16	25.60	26.14	26.39	25.66	24.22	23.52	23.59	23.92	24.75	26.36	29.13	32.92	37.65	42.69	46.86	50.50	53.84	57.25	61.02	65.24	65.24	65.24	65.24	65.24
182 	[Retrieved Data]862 (5/14/2024 2:02:40 PM)	54.73	5.42	29.22	3.73	3.73	3.73	3.73	3.73	4.11	6.23	8.36	8.71	8.75	8.78	9.55	11.23	14.73	19.85	22.28	22.78	23.04	22.32	20.89	20.23	20.31	20.63	21.45	23.05	25.80	29.56	34.23	39.28	43.42	47.04	50.36	53.77	57.50	61.71	61.71	61.71	61.71	61.71
183 	[Retrieved Data]863 (5/14/2024 2:02:40 PM)	55.10	6.78	25.45	6.58	6.58	6.58	6.58	6.58	6.81	8.38	9.99	10.22	10.30	10.44	11.11	12.61	15.74	20.27	22.36	22.77	22.98	22.29	20.99	20.42	20.62	21.10	22.07	23.76	26.54	30.29	34.96	40.00	44.18	47.82	51.24	54.72	58.59	62.97	62.97	62.97	62.97	62.97
183 	[Retrieved Data]863 (5/14/2024 2:02:40 PM)	51.52	7.60	28.95	3.69	3.69	3.69	3.69	3.69	3.89	5.44	7.04	7.22	7.25	7.33	7.95	9.39	12.47	16.96	19.04	19.43	19.64	18.97	17.67	17.12	17.34	17.83	18.80	20.45	23.20	26.95	31.60	36.60	40.77	44.40	47.80	51.29	55.13	59.50	59.50	59.50	59.50	59.50
184 	[Retrieved Data]864 (5/14/2024 2:02:40 PM)	23.53	2.65	0.63	4.31	4.31	4.31	4.31	4.31	4.14	4.02	3.95	3.91	3.85	3.81	3.78	3.77	3.76	3.76	3.75	3.73	3.74	3.78	3.82	3.89	3.94	3.99	4.05	4.12	4.21	4.30	4.38	4.48	4.57	4.80	5.35	6.70	9.68	15.81	15.81	15.81	15.81	15.81
184 	[Retrieved Data]864 (5/14/2024 2:02:40 PM)	4.80	2.31	-3.52	1.34	1.34	1.34	1.34	1.34	1.16	1.04	0.94	0.85	0.76	0.72	0.66	0.62	0.60	0.59	0.58	0.54	0.53	0.53	0.49	0.49	0.48	0.46	0.47	0.45	0.45	0.53	0.54	0.58	0.67	0.86	1.35	2.64	5.53	11.57	11.57	11.57	11.57	11.57
185 	[Retrieved Data]865 (5/14/2024 2:02:40 PM)	42.70	-50.26	23.74	4.81	4.81	4.81	4.81	4.81	4.68	4.59	4.53	4.50	4.53	4.65	4.79	5.23	6.66	12.94	25.31	33.10	30.85	22.80	14.36	8.26	5.25	4.26	4.06	4.10	4.29	4.60	5.16	6.10	7.28	8.62	10.26	12.36	15.34	19.61	19.61	19.61	19.61	19.61
185 	[Retrieved Data]865 (5/14/2024 2:02:40 PM)	36.97	-67.86	32.39	1.87	1.87	1.87	1.87	1.87	1.68	1.58	1.47	1.37	1.31	1.38	1.48	1.82	3.19	9.39	21.67	29.43	27.20	19.21	10.89	4.93	2.00	1.06	0.82	0.78	0.89	1.13	1.64	2.54	3.70	5.03	6.63	8.72	11.67	15.88	15.88	15.88	15.88	15.88
186 	[Retrieved Data]866 (5/14/2024 2:02:40 PM)	58.47	6.22	22.04	7.14	7.14	7.14	7.14	7.14	7.79	10.70	13.59	14.12	14.12	13.98	14.67	16.23	19.50	24.13	26.06	26.31	26.46	25.71	24.29	23.66	23.86	24.39	25.43	27.19	30.03	33.86	38.55	43.59	47.74	51.33	54.64	57.98	61.69	65.85	65.85	65.85	65.85	65.85
186 	[Retrieved Data]866 (5/14/2024 2:02:40 PM)	55.19	6.89	24.25	4.26	4.26	4.26	4.26	4.26	4.91	7.75	10.64	11.13	11.09	10.85	11.50	13.03	16.24	20.80	22.69	22.91	23.09	22.35	20.95	20.33	20.55	21.09	22.11	23.85	26.67	30.46	35.13	40.12	44.27	47.84	51.12	54.47	58.15	62.29	62.29	62.29	62.29	62.29
187 	[Retrieved Data]867 (5/14/2024 2:02:40 PM)	54.36	4.18	22.34	6.90	6.90	6.90	6.90	6.90	7.16	8.87	10.64	10.89	10.98	11.13	11.82	13.34	16.50	20.94	22.85	23.12	23.21	22.36	20.86	20.00	19.75	19.72	20.26	21.64	24.21	27.84	32.47	37.52	41.75	45.46	48.96	52.55	56.53	61.05	61.05	61.05	61.05	61.05
187 	[Retrieved Data]867 (5/14/2024 2:02:40 PM)	50.62	4.77	25.32	3.99	3.99	3.99	3.99	3.99	4.23	5.88	7.62	7.86	7.88	7.96	8.60	10.06	13.18	17.58	19.46	19.71	19.79	18.96	17.48	16.64	16.41	16.38	16.91	18.27	20.82	24.47	29.02	34.01	38.25	41.95	45.43	49.01	52.96	57.47	57.47	57.47	57.47	57.47
188 	[Retrieved Data]868 (5/14/2024 2:02:40 PM)	56.56	5.69	23.93	6.83	6.83	6.83	6.83	6.83	7.21	9.28	11.40	11.74	11.82	11.89	12.63	14.21	17.51	22.16	24.22	24.56	24.71	23.96	22.57	21.90	21.98	22.33	23.20	24.83	27.58	31.35	36.06	41.11	45.30	48.96	52.36	55.80	59.64	63.96	63.96	63.96	63.96	63.96
188 	[Retrieved Data]868 (5/14/2024 2:02:40 PM)	53.05	6.36	26.77	3.94	3.94	3.94	3.94	3.94	4.30	6.33	8.42	8.72	8.75	8.76	9.43	10.98	14.21	18.80	20.82	21.14	21.33	20.56	19.18	18.53	18.64	18.98	19.84	21.45	24.18	27.92	32.59	37.59	41.79	45.41	48.78	52.25	56.05	60.35	60.35	60.35	60.35	60.35
189 	[Retrieved Data]869 (5/14/2024 2:02:40 PM)	58.71	7.41	25.35	6.86	6.86	6.86	6.86	6.86	7.40	9.86	12.30	12.73	12.76	12.74	13.47	15.09	18.46	23.28	25.44	25.88	26.16	25.54	24.26	23.85	24.33	25.16	26.43	28.36	31.29	35.13	39.85	44.85	48.96	52.49	55.75	59.02	62.66	66.74	66.74	66.74	66.74	66.74
189 	[Retrieved Data]869 (5/14/2024 2:02:40 PM)	55.44	8.15	28.06	3.99	3.99	3.99	3.99	3.99	4.49	6.94	9.37	9.75	9.72	9.63	10.31	11.87	15.19	19.95	22.11	22.50	22.79	22.16	20.90	20.51	21.01	21.84	23.10	24.98	27.87	31.74	36.41	41.36	45.43	48.97	52.20	55.48	59.12	63.15	63.15	63.15	63.15	63.15
